"","lead_id","name","company","qualification_level_code_text","user_status_code_text","account_life_cycle_status_code_text","life_cycle_status_code_text","origin_type_code_text","priority_code_text","group_code_text","c4c_account_state","bci_project_state","bci_project_type","bci_project_status","estimated_project_value","bci_project_stage","opportunity_id","sale","project_state","log_value","type"
"3700",70398,"MT COOK SCHOOL","Ministry of Education - Wellington","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","classroom for school - additional","Development Approval",2e+05,"Documentation","NULL","0","Development Approval",12.2060726455302,"public"
"3701",70401,"JOHN DUNN CHALLENGE PARK BIKE FACILITY","City of Armadale","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","bike facility for park","Contract Awarded/Builder Apptd",1500000,"Tender","NULL","0","Contract Awarded/Builder Apptd",14.2209756660724,"other"
"3702",70406,"TAURANGA INTERMEDIATE SCHOOL - BLOCKS A2, B, C & D","Canam Construction (BOP) Ltd - Bay","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","classroom blocks (4) for school - refurbishment","Expressions / Registrations of Interest",5e+05,"Tender","NULL","0","low_chance",13.1223633774043,"public"
"3703",70408,"GALLERY TERRACES","VSA Design","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","townhouses (7) - 2 storey","Construction Commenced",1750000,"Construction","NULL","0","Construction Commenced",14.3751263458997,"townhouse"
"3704",70410,"Various playgrounds for City of Swan WA 6056","City of Swan","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","playgrounds (11) for council region","Contract Awarded/Builder Apptd",1989000,"Tender","NULL","0","Contract Awarded/Builder Apptd",14.5031425578361,"other"
"3705",70411,"FRYE PARK PLAYGROUND ENHANCEMENT","City of Armadale","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","playground for park - upgrade","Contract Awarded/Builder Apptd",5e+05,"Tender","NULL","0","Contract Awarded/Builder Apptd",13.1223633774043,"other"
"3706",70421,"KIRKWOOD INTERMEDIATE SCHOOL","Ministry of Education - Christchurc","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","school - alterations & additions","Sketch plans",1e+06,"Documentation","NULL","0","Sketch plans",13.8155105579643,"public"
"3707",70422,"WAINUI FOOTPATH","Stantec - Christchurch (merged with","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","shared cycleway for road","Contract Awarded/Builder Apptd",469000,"Tender","NULL","0","Contract Awarded/Builder Apptd",13.0583580474284,"road"
"3708",70440,"15 Mason St Lot 1 on TP536612 Shepparton VIC 3630","Housemart Design","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","units (3)","Development Approval",450000,"Documentation","NULL","0","Development Approval",13.0170028617465,"other"
"3709",70458,"GREERTON VILLAGE, TE AKAU KI PAPAMOA & GOLDEN SANDS SCHOOLS","Ministry of Education - Rotorua","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","schools (3) - alterations & additions - single storey","Sketch plans",1e+06,"Documentation","NULL","0","Sketch plans",13.8155105579643,"public"
"3710",70464,"BINALONG PARK","City of Parramatta Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","park - upgrade","Feasibility/EIS/Submission of Proposals/Master Planning",250000,"Concept","NULL","0","low_chance",12.4292161968444,"other"
"3711",70466,"HELENSVALE & BROADBEACH WATERS BRIDGES REFURBISHMENT","GHD Pty Ltd - Brisbane","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","bridges (2) - refurbishment","Tenders Closed Contract not yet Let",4e+05,"Tender","NULL","0","low_chance",12.8992198260901,"public"
"3712",70480,"NTH ENTRY RING ROAD LANDSCAPING","Mackay Regional Council - Mack","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","landscaping works for road","Tenders Closed Contract not yet Let",612000,"Tender","NULL","0","low_chance",13.3244875614945,"road"
"3713",70483,"8 Alwyn Ave LOT 5 DP 43466 Te Atatu South NZ 0610","J L Design Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","townhouses (4) - 2 storey","Construction Certificate Submitted",1100000,"Documentation","NULL","0","low_chance",13.9108207377686,"townhouse"
"3714",70496,"FORMER HOPETOUN POWER HOUSE","RTM Constructions Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","art gallery - conversion - single storey","Contract Awarded/Builder Apptd",2e+05,"Tender","NULL","0","Contract Awarded/Builder Apptd",12.2060726455302,"other"
"3715",70503,"5 Wood St Kurralta Park SA 5037","BRC Private Certifiers (trading as","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","houses (5) - 2 storey","Construction Certificate Submitted",1e+06,"Documentation","NULL","0","low_chance",13.8155105579643,"house"
"3716",70504,"Natalia Rd Lot 504, 100-101 Angle Vale SA 5117","Fairmont Homes Group Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","display homes (2)","Development Approval",4e+05,"Documentation","NULL","0","Development Approval",12.8992198260901,"other"
"3717",70506,"GAP ROAD MEDICAL CENTRE - SUNBURY","Wardle Design","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","medical centre - alteration & additions - 2 storey","Construction Certificate Approved",450000,"Documentation","NULL","0","low_chance",13.0170028617465,"public"
"3718",70508,"39 Chopin Rd Somerton Park SA 5044","Dechellis Homes","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","duplex - 2 storey","Development Application",4e+05,"Documentation","NULL","0","Development Application",12.8992198260901,"other"
"3719",70511,"PLAYFORD, HAROLD BULL, FLINDERS SLOPES & KILLARA","City of Canterbury Bankstown (","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","playgrounds (4) for parks & reserves","Contract Awarded/Builder Apptd",1118000,"Tender","NULL","0","Contract Awarded/Builder Apptd",13.9270519326972,"other"
"3720",70512,"PENSIONER GUARD COTTAGE CONSERVATION WORKS","Town of Bassendean","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","heritage building | child health clinic - alterations & additions - single storey","Deferred",1200000,"Documentation","NULL","0","low_chance",13.9978321147582,"other"
"3721",70516,"4 Riley Crt Lot 33 on PS059140 Braybrook VIC 3019","Arc Zero Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","townhouses (3) - 2 storey","Development Approval",780000,"Documentation","NULL","0","Development Approval",13.5670491986658,"townhouse"
"3722",70523,"RAAF EDINBURGH","Axis Constructions (SA) Pty Ltd (pa","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","street lighting for military facility- upgrade","Contract Awarded/Builder Apptd",1527000,"Tender","NULL","0","Contract Awarded/Builder Apptd",14.2388155842008,"other"
"3723",70525,"RAAF DEFENCE SCIENCE & TECHNOLOGY GROUP","Defence SA","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","electrical works for military facilities","Tenders Closed Contract not yet Let",5e+05,"Tender","NULL","0","low_chance",13.1223633774043,"other"
"3724",70530,"ASH ST & RATA ST SAFETY IMPROVEMENTS","Auckland Transport (Auckland City C","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","roadworks - safety improvements","Feasibility/EIS/Submission of Proposals/Master Planning",250000,"Concept","NULL","0","low_chance",12.4292161968444,"road"
"3725",70531,"GREAT NORTH RD PEDESTRIAN IMPROVEMENTS","Auckland Transport (Auckland City C","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","pedestrian crossing - improvements","Feasibility/EIS/Submission of Proposals/Master Planning",350000,"Concept","NULL","0","low_chance",12.7656884334656,"other"
"3726",70536,"4 Kurrajong Ave Lot 6 on DP9630 Athelstone SA 5076","Gasparin Homes","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","townhouses (2) - 2 storey","Development Application",4e+05,"Documentation","NULL","0","Development Application",12.8992198260901,"townhouse"
"3727",70537,"56 Mayfield Ave Lot 162 DP 3304 Hectorville SA 5073","SLP Pty Ltd (Superior Land Pro","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","apartments (4) - 2 buildings - 2 storey","Construction Certificate Approved",6e+05,"Documentation","NULL","0","low_chance",13.3046849341983,"apartment"
"3728",70539,"TOWNSON - BURDEKIN RD","Roads & Maritime Services (for","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","intersection - upgrade","Feasibility/EIS/Submission of Proposals/Master Planning",1e+06,"Concept","NULL","0","low_chance",13.8155105579643,"road"
"3729",70541,"BLACK SPOT PROGRAM 2020 / 2021 - HINDLEY ST","City of Adelaide","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","roadworks - upgrade","Feasibility/EIS/Submission of Proposals/Master Planning",555000,"Concept","NULL","0","low_chance",13.2267233927286,"road"
"3730",70552,"40 Alpha St Lot 18 on PS016978 Balwyn North VIC 3104","Enshine Group","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","townhouses (3) - 2 storey","Development Application",968000,"Documentation","NULL","0","Development Application",13.7829873662587,"townhouse"
"3731",70560,"BLACKBUTT VILLAGE","AECOM Australia Pty Ltd - Sydn","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","road for village - upgrade","Competition / Design Tender",7e+05,"Concept","NULL","0","low_chance",13.4588356140255,"road"
"3732",70577,"37-47 Mcfadzean Ave Lot 51 on PC354208 Reservoir VIC 3073","Eight Property Investments Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","townhouses (8) | shops (4) | cafe - 2 & 3 storey","Development Approval",1440000,"Documentation","NULL","0","Development Approval",14.1801536715522,"townhouse"
"3733",70583,"308 No 10 Rd Lot 77 on DP 494181 Swannanoa NZ 7692","Morgan Architecture Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","house","Construction Certificate Approved",514000,"Documentation","NULL","0","low_chance",13.1499785444373,"house"
"3734",70584,"14 Orbiter Dr Kaiapoi NZ 7630","Laser Design Services Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","house","Construction Certificate Approved",650000,"Documentation","NULL","0","low_chance",13.3847276418718,"house"
"3735",70595,"Basement & Ground Level 50 Riley St Lot 11 DP 1045440 Darlinghurst NSW 2010","Elephants Foot Waste Compactors Pty","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","restaurant - fitout - 2 levels","Development Application",485000,"Documentation","NULL","0","Development Application",13.0919041699196,"hospitality"
"3736",70609,"PRAWN FARM SEWER RISING MAIN EXTENSION","Mackay Regional Council - Mack","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","sewer rising main for prawn farm - extension","Tenders Closed Contract not yet Let",3e+05,"Tender","NULL","0","low_chance",12.6115377536383,"other"
"3737",70614,"SOUTH COAST HIGHWAY & RAVENSTHORPE-HOPETOUN","Ertech Pty Ltd - Head Office (","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","roadworks","Contract Awarded/Builder Apptd",1336000,"Tender","NULL","0","Contract Awarded/Builder Apptd",14.1051906330787,"road"
"3738",70615,"Willersdorf Rd Lot 1419 Exmouth WA 6707","CJ Lord Building & Renovations","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","changerooms for recreation centre - alterations & additions","Contract Awarded/Builder Apptd",5e+05,"Tender","NULL","0","Contract Awarded/Builder Apptd",13.1223633774043,"other"
"3739",70617,"BROOME RECREATION & AQUATIC CENTRE - INDOOR SPORTS COURT","Shire of Broome","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","flooring for sports centre - replacement","Tenders Closed Contract not yet Let",250000,"Tender","NULL","0","low_chance",12.4292161968444,"other"
"3740",70622,"MOUNT STOWE RD FLOODWAY","Gladstone Regional Council - G","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","floodway - upgrade","Tenders Called",3e+05,"Tender","NULL","0","low_chance",12.6115377536383,"other"
"3741",70623,"GOVERNMENT REGIONAL OFFICER HOUSING (GROH) - DANDARAGAN","Shire of Dandaragan","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","government house - single storey","Contract Awarded/Builder Apptd",401000,"Tender","NULL","0","Contract Awarded/Builder Apptd",12.9017167062887,"house"
"3742",70627,"CENTRAL ARNHEM RD - DISASTER REPAIRS","Department of Infrastructure,","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NT","Northern Territory","gravel resheeting | drainage for road - upgrade","Tenderers Named",250000,"Tender","NULL","0","Tenderers Named",12.4292161968444,"road"
"3743",70636,"THE TUMBLE CLUB","Liv Johnson Interior Design & Archi","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","shop - fitout - single level","Development Application",153086,"Documentation","NULL","0","Development Application",11.9387551339636,"other"
"3744",70637,"71 Peter St Lot 9 DP 1095201 Wagga Wagga NSW 2650","BCM Design","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","office / training centre - conversion","Construction Certificate Approved",431000,"Documentation","NULL","0","low_chance",12.9738633690859,"commercial"
"3745",70639,"1104 Peats Ridge Rd Lot 1 DP 509910 Peats Ridge NSW 2250","Aconsult Property Development Consu","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","tourist accommodation - conversion - single storey","Development Application",50000,"Documentation","NULL","0","Development Application",10.8197782844103,"other"
"3746",70659,"BRIDGE 67 DANSEYS PASS","Fulton Hogan Ltd - Oamaru","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","timber deck for bridge - replacement","Tenders Called",250000,"Tender","NULL","0","low_chance",12.4292161968444,"public"
"3747",70667,"40 Lemnos North Rd Lot 1 on TP578871 Lemnos VIC 3631","Peps Plans Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","office","Development Approval",2e+05,"Documentation","NULL","0","Development Approval",12.2060726455302,"commercial"
"3748",70695,"MCDONALDS TAURANGA","ASC Architects Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","fast food restaurant - alterations & additions - 2 storey","Contract Awarded/Builder Apptd",750000,"Tender","NULL","0","Contract Awarded/Builder Apptd",13.5278284855125,"hospitality"
"3749",70708,"2020 / 2021 REGIONAL FOOTPATH PANEL REPLACEMENT PROGRAM","Moreton Bay Regional Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","concrete footpaths - replacement","Tenders Called",1e+06,"Tender","NULL","0","low_chance",13.8155105579643,"other"
"3750",70716,"526-530 Lower North East Rd Campbelltown SA 5074","Lou Fantasia Planning Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","medical centre","Development Application",5e+05,"Documentation","NULL","0","Development Application",13.1223633774043,"public"
"3751",70718,"124 Esplanade  Aldinga Beach SA 5173","Olden & Van Senden Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","duplex - 2 storey","Construction Certificate Submitted",4e+05,"Documentation","NULL","0","low_chance",12.8992198260901,"other"
"3752",70735,"2-2A Tasman Ave Lots 1 & 2 64B-66 Wandana Ave Gilles Plains SA 5086","BCA Concepts","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","houses (3) - single storey","Development Approval",6e+05,"Documentation","NULL","0","Development Approval",13.3046849341983,"house"
"3753",70744,"BRUNSWICK SCHOOL - BLOCKS 1 & 3","BPL Group Ltd (formerly Bycroft Pet","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","classroom blocks (2) for school - alterations & additions - single storey","Tenderers Named",4e+05,"Tender","NULL","0","Tenderers Named",12.8992198260901,"public"
"3754",70746,"TAWA SCHOOL - BLOCKS A, B, C, D, E, F, G, L & M","Ministry of Education - Lower Hutt","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","classroom blocks (9) | toilets for school - refurbishment - single storey","Tenders To Be Called",5e+05,"Documentation","NULL","0","Tenders To Be Called",13.1223633774043,"public"
"3755",70754,"LOGAN PARK HIGH SCHOOL - BLOCKS C, F & H","Ministry of Education - Dunedin","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","classroom block | drama block | caretakers residence for school - refurbishment","Construction Certificate Approved",4e+05,"Documentation","NULL","0","low_chance",12.8992198260901,"public"
"3756",70761,"NORTH BALLARAT FOOTBALL NETBALL CLUB","North Ballarat City Football N","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","netball courts (2) | lighting for club- upgrade","Tenders Closed Contract not yet Let",5e+05,"Tender","NULL","0","low_chance",13.1223633774043,"other"
"3757",70762,"BRIDGE BARRIER RENEWAL PROGRAM","Campaspe Shire Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","barriers for bridge","Contract Awarded/Builder Apptd",256000,"Tender","NULL","0","Contract Awarded/Builder Apptd",12.4529327234617,"public"
"3758",70768,"TOKOMAIRIRO HIGH SCHOOL","Nema Construction Estimating Ltd -","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","access modifications for school","Tenders Called",5e+05,"Tender","NULL","0","low_chance",13.1223633774043,"public"
"3759",70772,"Camp Hill Rd Lot 2 DP 484226, Part Lot 2 DP 22419 Lake Hawea NZ 9345","Camp Hill Road Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","subdivision (9 lots) - residential","Development Approval",450000,"Documentation","NULL","0","Development Approval",13.0170028617465,"other"
"3760",70780,"ACCESS TO PREFABS - ONSLOW COLLEGE","Ministry of Education - Wellington","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","table mountain access decks","Contract Awarded/Builder Apptd",561000,"Tender","NULL","0","Contract Awarded/Builder Apptd",13.2374761845048,"other"
"3761",70799,"SH82 HOLLANDS BRIDGE REPLACEMENT","New Zealand Transport Agency (NZTA)","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","bridge - replacement","Contract Awarded/Builder Apptd",387000,"Tender","NULL","0","Contract Awarded/Builder Apptd",12.8661799720119,"public"
"3762",70808,"SYDNEY INTERNATIONAL REGATTA CENTRE GRANDSTAND","Axis Constructions (NSW) Pty L","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","grandstand for indoor sports & entertainment centre - upgrade","Contract Awarded/Builder Apptd",3e+05,"Tender","NULL","0","Contract Awarded/Builder Apptd",12.6115377536383,"other"
"3763",70812,"OLDAKER (EAST) STORMWATER CATCHMENT UPGRADE - STAGE 2","Devonport City Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","TAS","Tasmania","stormwater system - upgrade","Tenders Called",550000,"Tender","NULL","0","low_chance",13.2176735572087,"other"
"3764",70815,"230 Karinie St Lot 12 on LP5388 Swan Hill VIC 3585","Entegra Signature Structures","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","shop | service station - single storey","Development Approval",912000,"Documentation","NULL","0","Development Approval",13.7233952690565,"other"
"3765",70820,"WINGHAM PRESCHOOL","Austin McFarland","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","preschool (29 places) - 2 storey","Tenders To Be Called",803201,"Documentation","NULL","0","Tenders To Be Called",13.5963602729387,"public"
"3766",70824,"121 Coromandel Pde Lot 37 on FP 1089/149222 CT 5682/589 Coromandel Valley SA 5051","Domain Building Group","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","duplex","Development Application",4e+05,"Documentation","NULL","0","Development Application",12.8992198260901,"other"
"3767",70828,"517 High Street Rd Lot 2 LP 23962 Mount Waverley VIC 3149","Planning & Design Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","townhouses (5) - 3 storey","Development Application",1e+06,"Documentation","NULL","0","Development Application",13.8155105579643,"townhouse"
"3768",70829,"10 Westbrook St Lot 25 on LP22210 Chadstone VIC 3148","Squareback","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","townhouses (3) - 2 storey","Development Application",970000,"Documentation","NULL","0","Development Application",13.7850513504796,"townhouse"
"3769",70836,"STRATHALBYN TOWN HALL","Grieve Gillett Andersen SA","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","town hall - refurbishment - 2 storey","Tenders Closed Contract not yet Let",422000,"Tender","NULL","0","low_chance",12.9527605930181,"other"
"3770",70837,"GOOLWA CHART ROOM","Mykra Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","multipurpose room for government building - refurbishment","Tenders Closed Contract not yet Let",5e+05,"Tender","NULL","0","low_chance",13.1223633774043,"other"
"3771",70839,"19A & 19B Station Rd Lot 1-3 on PS 804664Q Gembrook VIC 3783","Hansen Partnership Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","units (5)","Development Application",850000,"Documentation","NULL","0","Development Application",13.6529916284665,"other"
"3772",70842,"72 Alexander Ave Lot 155 DP 5328 Campbelltown SA 5074","D'Andrea Architects SA","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","apartments (4) - 2 buildings - 2 storey","Construction Certificate Approved",8e+05,"Documentation","NULL","0","low_chance",13.5923670066501,"apartment"
"3773",70846,"139 Featherston St Wellington Central NZ 6011","Insomnia Properties Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","cafe - 1 level","Construction Certificate Approved",150000,"Documentation","NULL","0","low_chance",11.9183905730784,"other"
"3774",70878,"MASTERTON PRIMARY SCHOOL - BLOCKS D, E & F","Nema Construction Estimating Ltd -","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","classroom blocks (3) for school - alterations & additions - single storey","Tenderers Named",250000,"Tender","NULL","0","Tenderers Named",12.4292161968444,"public"
"3775",70879,"LIQUORLAND RESERVOIR (KINGSBURY)","Liquorland Australia Pty Ltd (Coles","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","liquor store for shopping centre - refurbishment - single level","Contract Awarded/Builder Apptd",750000,"Tender","NULL","0","Contract Awarded/Builder Apptd",13.5278284855125,"other"
"3776",70882,"AD16-4411 WAINUIOMATA DOG PARK","Downer Group Ltd - Porirua","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","dog park","Contract Awarded/Builder Apptd",250000,"Tender","NULL","0","Contract Awarded/Builder Apptd",12.4292161968444,"other"
"3777",70905,"KING ST RESIDENCES","Unfold Architecture","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","townhouses (3) - 2 storey","Tenders To Be Called",990000,"Documentation","NULL","0","Tenders To Be Called",13.8054602221108,"townhouse"
"3778",70908,"97-99 Ninth Ave Lot 44 on LP5108 Rosebud VIC 3939","90 Degrees Design Group","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","townhouses (3) - 2 storey","Development Application",9e+05,"Documentation","NULL","0","Development Application",13.7101500423064,"townhouse"
"3779",70911,"6 Gleniffer Ave Lot 1 on LP14968 Brighton East VIC 3187","Ratio Consultants Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","townhouses (3) - 2 storey","Development Application",982600,"Documentation","NULL","0","Development Application",13.7979573987167,"townhouse"
"3780",70932,"WILKIES POOLS TRACK WORKS","Frame Group Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","track for park - upgrade","Tenders Closed Contract not yet Let",5e+05,"Tender","NULL","0","low_chance",13.1223633774043,"other"
"3781",70937,"PATERSON ST & PECKO RD - STREETSCAPING","Hodgkison Architects NT","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NT","Northern Territory","streetscaping for road","Competition / Design Tender",250000,"Concept","NULL","0","low_chance",12.4292161968444,"road"
"3782",70940,"JOHN PETE HOWARD RESERVE","Central Coast Council (Wyong S","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","playspace for reserve - upgrade","Feasibility/EIS/Submission of Proposals/Master Planning",310000,"Concept","NULL","0","low_chance",12.6443275764613,"other"
"3783",70960,"UNITE & RECOVER PACKAGE: FERNVALE SPORTS PARK AMENITIES","Somerset Regional Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","amenities block for sports park - extension - single storey","Tenderers Named",150000,"Tender","NULL","0","Tenderers Named",11.9183905730784,"other"
"3784",70965,"1ST BALLAN SCOUT","Axiom Architects Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","scout hall - single storey","Development Application",6e+05,"Documentation","NULL","0","Development Application",13.3046849341983,"other"
"3785",70966,"PLATYPUS JUNCTION","John Patrick Landscape Architects P","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","childcare centre (142 place) - single storey","Development Application",1900000,"Documentation","NULL","0","Development Application",14.4573644441367,"public"
"3786",70970,"6 Gilmour St Lot 8 on LP7072 Burwood VIC 3125","Permit Point Building Consultants P","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","townhouses (3) - 2 storey","Construction Certificate Submitted",6e+05,"Documentation","NULL","0","low_chance",13.3046849341983,"townhouse"
"3787",70990,"435A Port Jackson Rd Colville NZ 3547","LHT Design Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","shed - single storey","Construction Certificate Approved",1e+05,"Documentation","NULL","0","low_chance",11.5129254649702,"other"
"3788",71004,"HOPE EARLY LEARNING CENTRE - FRANKSTON","Thomas Anderson Design Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","childcare centre (110 places) - single storey","Development Application",950000,"Documentation","NULL","0","Development Application",13.7642172635767,"public"
